url,round,home_team,away_team,goals_home_final,goals_away_final,final_result,goals_home_1half,goals_away_1half,1half_result,ball_possessionhome,ball_possessionaway,goal_attemptshome,goal_attemptsaway,shots_on_goalhome,shots_on_goalaway,shots_off_goalhome,shots_off_goalaway,blocked_shotshome,blocked_shotsaway,free_kickshome,free_kicksaway,corner_kickshome,corner_kicksaway,offsideshome,offsidesaway,throw_inshome,throw_insaway,goalkeeper_saveshome,goalkeeper_savesaway,foulshome,foulsaway,yellow_cardshome,yellow_cardsaway,total_passeshome,total_passesaway,tackleshome,tacklesaway,attackshome,attacksaway,dangerous_attackshome,dangerous_attacksaway,red_cardshome,red_cardsaway,completed_passeshome,completed_passesaway
https://www.scoreboard.com/uk/match/OUsK2vEH/#match-summary,25,Leverkusen,Frankfurt,4,0,Home,2,0,Home,64,36,6,2,3,2,1,0,2,0,10,5,1,1,0,2,,,2,1,5,8,,,322.0,173.0,11.0,11.0,61,47,43,24,,,,
https://www.scoreboard.com/uk/match/6itm6DK9/#match-summary,25,Schalke,Hoffenheim,1,1,Draw,1,0,Home,46,54,9,1,3,0,2,1,4,0,4,4,2,1,0,0,,,0,2,4,4,,,229.0,268.0,4.0,4.0,18,15,39,18,,,,
https://www.scoreboard.com/uk/match/IVahpWcj/#match-summary,25,Wolfsburg,RB Leipzig,0,0,Draw,0,0,Draw,42,58,10,5,4,1,4,3,2,1,8,7,4,0,0,0,,,1,4,6,8,0.0,1.0,221.0,316.0,6.0,5.0,33,21,31,35,,,,
https://www.scoreboard.com/uk/match/U7rG3KbB/#match-summary,24,RB Leipzig,Leverkusen,1,1,Draw,1,1,Draw,40,60,2,10,1,5,1,2,0,3,11,4,5,3,2,2,,,4,0,2,8,0.0,2.0,190.0,296.0,6.0,7.0,46,59,23,21,,,,
https://www.scoreboard.com/uk/match/IXvC40q5/#match-summary,24,Union Berlin,Wolfsburg,2,2,Draw,1,0,Home,46,54,1,7,1,1,0,3,0,3,9,1,0,3,0,1,,,1,0,1,7,0.0,1.0,191.0,224.0,6.0,7.0,52,43,10,20,,,,
https://www.scoreboard.com/uk/match/z9k75tUb/#match-summary,24,FC Koln,Schalke,3,0,Home,2,0,Home,43,57,8,5,5,1,1,3,2,1,2,9,3,0,5,0,,,1,3,3,2,1.0,0.0,207.0,272.0,6.0,4.0,51,62,29,28,,,,
https://www.scoreboard.com/uk/match/dIj36MEh/#match-summary,24,Augsburg,Monchengladbach,2,3,Away,0,0,Draw,43,57,1,6,0,3,1,2,0,1,3,8,3,1,1,0,,,3,0,6,4,2.0,1.0,195.0,256.0,7.0,9.0,36,48,18,21,,,,
https://www.scoreboard.com/uk/match/G4ItkLqI/#match-summary,24,Dortmund,Freiburg,1,0,Home,1,0,Home,61,39,7,6,1,2,3,1,3,3,3,2,1,2,0,1,,,2,0,2,2,,,412.0,258.0,2.0,6.0,70,52,18,20,,,,
https://www.scoreboard.com/uk/match/OULlmaEU/#match-summary,24,Hoffenheim,Bayern,0,6,Away,0,4,Away,33,67,3,16,1,8,1,5,1,3,6,3,1,4,1,4,,,4,1,2,3,,,187.0,374.0,12.0,7.0,26,66,12,44,,,,
https://www.scoreboard.com/uk/match/Srna72an/#match-summary,24,Mainz,Paderborn,2,0,Home,2,0,Home,46,54,3,4,2,1,0,3,1,0,8,5,2,4,1,0,,,1,0,3,8,1.0,1.0,146.0,173.0,13.0,21.0,67,39,24,26,,,,
https://www.scoreboard.com/uk/match/SMAOfPFt/#match-summary,23,Frankfurt,Union Berlin,1,2,Away,0,0,Draw,55,45,7,6,0,3,3,2,4,1,8,5,8,4,1,2,,,3,0,4,6,1.0,2.0,202.0,161.0,8.0,6.0,58,54,38,30,,,,
https://www.scoreboard.com/uk/match/QDOda57P/#match-summary,23,Wolfsburg,Mainz,4,0,Home,2,0,Home,60,40,4,6,2,1,2,2,0,3,5,5,2,9,0,0,,,1,0,5,5,0.0,1.0,249.0,153.0,9.0,14.0,79,47,29,19,,,,
https://www.scoreboard.com/uk/match/b7WAy2FI/#match-summary,23,Leverkusen,Augsburg,2,0,Home,1,0,Home,78,22,4,3,2,0,1,3,1,0,6,6,2,2,0,2,,,0,1,5,3,1.0,3.0,437.0,121.0,12.0,5.0,88,35,17,10,,,,
https://www.scoreboard.com/uk/match/d22uisF5/#match-summary,23,Schalke,RB Leipzig,0,5,Away,0,1,Away,49,51,0,9,0,1,0,5,0,3,1,9,1,4,2,0,,,0,0,7,1,2.0,1.0,238.0,234.0,9.0,13.0,50,59,12,25,,,,
https://www.scoreboard.com/uk/match/xEJxj1UB/#match-summary,23,Bremen,Dortmund,0,2,Away,0,0,Draw,39,61,2,2,0,0,0,2,2,0,10,9,1,2,1,3,,,0,0,8,6,,,240.0,358.0,10.0,8.0,68,68,20,16,,,,
https://www.scoreboard.com/uk/match/IB3yhNaa/#match-summary,23,Freiburg,Dusseldorf,0,2,Away,0,1,Away,56,44,3,5,2,2,0,3,1,0,6,7,0,3,2,1,,,1,2,6,6,0.0,2.0,243.0,186.0,3.0,10.0,58,57,15,19,,,,
https://www.scoreboard.com/uk/match/Ol4Xh3pg/#match-summary,23,Hertha,FC Koln,0,5,Away,0,3,Away,62,38,0,13,0,9,0,2,0,2,7,8,1,3,0,1,,,6,0,8,6,1.0,0.0,262.0,150.0,8.0,5.0,67,42,13,23,,,,
https://www.scoreboard.com/uk/match/xbVEzMUO/#match-summary,23,Monchengladbach,Hoffenheim,1,1,Draw,1,0,Home,47,53,9,9,6,2,2,2,1,5,4,5,3,3,0,0,,,2,5,4,3,2.0,1.0,250.0,291.0,10.0,5.0,54,63,30,26,,,,
https://www.scoreboard.com/uk/match/WxpKonwQ/#match-summary,22,Mainz,Schalke,0,0,Draw,0,0,Draw,42,58,8,3,3,2,4,1,1,0,6,3,1,3,0,0,,,2,3,2,4,1.0,0.0,180.0,242.0,9.0,7.0,54,50,23,15,,,,
https://www.scoreboard.com/uk/match/S8VktQ0m/#match-summary,22,FC Koln,Bayern,1,4,Away,0,3,Away,35,65,1,18,0,5,0,12,1,1,6,6,0,5,2,1,,,2,0,4,5,0.0,1.0,158.0,296.0,8.0,7.0,24,81,13,41,,,,
https://www.scoreboard.com/uk/match/IZuGnSNJ/#match-summary,22,Dusseldorf,Monchengladbach,1,4,Away,1,1,Draw,44,56,5,9,3,1,1,5,1,3,2,8,1,4,2,1,,,0,2,5,1,,,182.0,223.0,5.0,4.0,28,39,15,18,,,,
https://www.scoreboard.com/uk/match/lIWos6os/#match-summary,22,Augsburg,Freiburg,1,1,Draw,1,0,Home,25,75,4,9,2,1,1,7,1,1,3,10,0,2,0,1,,,1,1,8,2,,,110.0,338.0,7.0,4.0,28,66,12,33,,,,
https://www.scoreboard.com/uk/match/Grs6xr0C/#match-summary,22,Hoffenheim,Wolfsburg,2,3,Away,1,1,Draw,50,50,4,8,3,2,1,2,0,4,7,2,2,2,0,1,,,1,2,2,5,1.0,1.0,254.0,248.0,9.0,11.0,50,67,16,27,,,,
https://www.scoreboard.com/uk/match/ppQfupGg/#match-summary,22,Paderborn,Hertha,1,2,Away,0,1,Away,48,52,6,6,1,1,2,1,3,4,7,11,2,7,2,0,,,0,1,9,6,,,209.0,222.0,5.0,8.0,55,58,32,23,,,,
https://www.scoreboard.com/uk/match/GU1XNroJ/#match-summary,22,RB Leipzig,Bremen,3,0,Home,2,0,Home,49,51,5,3,2,0,3,3,0,0,9,8,3,1,3,2,,,0,0,6,6,0.0,1.0,245.0,251.0,9.0,8.0,62,59,22,8,,,,
https://www.scoreboard.com/uk/match/OzPbv4Va/#match-summary,22,Union Berlin,Leverkusen,2,3,Away,1,1,Draw,38,62,14,4,4,1,7,3,3,0,9,6,3,1,0,0,,,0,3,5,8,1.0,2.0,156.0,258.0,10.0,7.0,63,41,26,23,,,,
https://www.scoreboard.com/uk/match/UD3PP4G6/#match-summary,21,Bayern,RB Leipzig,0,0,Draw,0,0,Draw,70,30,6,2,2,0,1,2,3,0,18,8,7,1,2,4,,,0,2,3,6,0.0,1.0,401.0,163.0,5.0,12.0,106,37,31,9,,,,
https://www.scoreboard.com/uk/match/feBCS6Wm/#match-summary,21,Leverkusen,Dortmund,4,3,Home,2,2,Draw,54,46,4,6,3,4,0,2,1,0,7,5,2,2,1,1,,,2,1,4,5,1.0,1.0,289.0,238.0,14.0,9.0,48,76,17,16,,,,
https://www.scoreboard.com/uk/match/0YB8TnHs/#match-summary,21,Bremen,Union Berlin,0,2,Away,0,0,Draw,69,31,5,3,0,0,3,2,2,1,8,6,1,1,1,1,,,0,0,4,8,3.0,0.0,352.0,153.0,6.0,15.0,66,54,23,13,,,,
https://www.scoreboard.com/uk/match/8bFGRQof/#match-summary,21,Freiburg,Hoffenheim,1,0,Home,1,0,Home,52,48,5,7,3,3,2,2,0,2,9,5,0,3,1,0,,,3,2,4,7,1.0,1.0,248.0,216.0,6.0,4.0,55,50,27,22,,,,
https://www.scoreboard.com/uk/match/tlVyZ8gK/#match-summary,21,Hertha,Mainz,1,3,Away,0,1,Away,65,35,5,3,1,1,3,2,1,0,13,5,4,1,0,1,,,0,1,5,11,1.0,0.0,334.0,173.0,7.0,7.0,75,65,17,20,,,,
https://www.scoreboard.com/uk/match/jN4LQp10/#match-summary,21,Schalke,Paderborn,1,1,Draw,0,0,Draw,64,36,2,7,1,1,0,2,1,4,6,4,3,6,2,2,,,1,1,2,4,,,267.0,137.0,8.0,12.0,47,47,31,26,,,,
https://www.scoreboard.com/uk/match/xv3TOOVC/#match-summary,21,Wolfsburg,Dusseldorf,1,1,Draw,0,1,Away,56,44,4,4,1,1,3,1,0,2,8,9,1,1,2,2,,,0,1,6,6,,,277.0,216.0,3.0,4.0,49,55,18,16,,,,
https://www.scoreboard.com/uk/match/feksDRW0/#match-summary,20,Paderborn,Wolfsburg,2,4,Away,1,2,Away,42,58,4,4,2,3,2,1,0,0,13,7,1,4,1,2,,,1,1,6,10,0.0,2.0,158.0,218.0,9.0,10.0,48,59,20,16,1.0,0.0,,
https://www.scoreboard.com/uk/match/G4jwE7Hf/#match-summary,20,FC Koln,Freiburg,4,0,Home,1,0,Home,52,48,9,5,3,1,4,2,2,2,8,10,3,3,0,2,,,1,2,9,6,2.0,0.0,220.0,203.0,6.0,3.0,63,56,21,10,,,,
https://www.scoreboard.com/uk/match/KGVhZHm3/#match-summary,20,RB Leipzig,Monchengladbach,2,2,Draw,0,2,Away,52,48,2,7,2,4,0,1,0,2,7,9,0,2,0,2,,,2,2,8,6,0.0,1.0,279.0,253.0,7.0,5.0,51,67,7,17,,,,
https://www.scoreboard.com/uk/match/nVoZEm2l/#match-summary,20,Augsburg,Bremen,2,1,Home,0,1,Away,48,52,4,4,2,1,2,1,0,2,11,6,2,2,2,1,,,0,2,4,8,,,212.0,221.0,9.0,5.0,53,28,15,15,,,,
https://www.scoreboard.com/uk/match/xKvnCon7/#match-summary,20,Dortmund,Union Berlin,5,0,Home,2,0,Home,66,34,6,4,4,0,0,1,2,3,2,5,4,3,1,0,,,0,2,4,2,,,359.0,173.0,9.0,14.0,51,43,18,19,,,,
https://www.scoreboard.com/uk/match/lfrjB51D/#match-summary,20,Dusseldorf,Frankfurt,1,1,Draw,0,0,Draw,56,44,6,3,0,1,4,2,2,0,7,4,1,3,1,2,,,1,0,3,5,,,277.0,206.0,2.0,9.0,58,49,17,17,,,,
https://www.scoreboard.com/uk/match/EwVdYy39/#match-summary,20,Hoffenheim,Leverkusen,2,1,Home,1,1,Draw,37,63,7,10,2,6,3,3,2,1,6,5,2,4,1,3,,,5,1,4,7,1.0,2.0,167.0,293.0,8.0,9.0,54,68,12,26,,,,
https://www.scoreboard.com/uk/match/8vmVFTnr/#match-summary,20,Mainz,Bayern,1,3,Away,1,3,Away,29,71,4,7,1,4,3,2,0,1,5,6,2,2,1,1,,,1,0,4,4,,,149.0,379.0,9.0,5.0,49,78,14,30,,,,
https://www.scoreboard.com/uk/match/tQWlzbYd/#match-summary,19,Leverkusen,Dusseldorf,3,0,Home,1,0,Home,74,26,8,1,3,0,3,1,2,0,9,8,4,2,1,3,,,0,2,8,4,0.0,1.0,347.0,116.0,1.0,13.0,63,44,22,13,,,,
https://www.scoreboard.com/uk/match/M9D6DzRq/#match-summary,19,Bremen,Hoffenheim,0,3,Away,0,0,Draw,55,45,6,3,0,1,3,2,3,0,9,7,3,2,1,0,,,1,0,7,9,1.0,2.0,286.0,239.0,7.0,5.0,68,60,38,15,,,,
https://www.scoreboard.com/uk/match/G8UNLbJ3/#match-summary,19,Bayern,Schalke,5,0,Home,2,0,Home,78,22,11,6,6,1,4,3,1,2,2,4,1,2,2,0,,,1,4,3,1,,,421.0,117.0,8.0,10.0,92,23,56,12,,,,
https://www.scoreboard.com/uk/match/plMvIGIS/#match-summary,19,Frankfurt,RB Leipzig,2,0,Home,0,0,Draw,39,61,1,12,1,3,0,6,0,3,6,4,1,3,0,0,,,3,1,4,6,1.0,0.0,183.0,283.0,10.0,4.0,43,84,8,22,,,,
https://www.scoreboard.com/uk/match/GWCACftj/#match-summary,19,Freiburg,Paderborn,0,2,Away,0,0,Draw,53,47,6,9,2,2,2,7,2,0,4,6,1,5,0,0,,,2,2,6,4,1.0,2.0,232.0,197.0,10.0,5.0,59,53,21,27,,,,
https://www.scoreboard.com/uk/match/OYXVJxlG/#match-summary,19,Monchengladbach,Mainz,3,1,Home,1,1,Draw,74,26,5,6,1,5,3,0,1,1,9,6,1,1,1,3,,,4,0,5,7,0.0,1.0,324.0,107.0,10.0,18.0,75,46,41,16,,,,
https://www.scoreboard.com/uk/match/fNBEBEed/#match-summary,19,Union Berlin,Augsburg,2,0,Home,0,0,Draw,55,45,6,8,1,2,2,4,3,2,4,13,3,1,2,1,,,2,1,10,4,0.0,1.0,218.0,178.0,6.0,5.0,77,49,14,13,,,,
https://www.scoreboard.com/uk/match/2PWZId3M/#match-summary,19,Wolfsburg,Hertha,1,2,Away,0,0,Draw,54,46,10,3,3,0,5,2,2,1,5,7,3,2,1,1,,,0,3,5,4,0.0,1.0,259.0,217.0,12.0,16.0,72,55,37,16,,,,
https://www.scoreboard.com/uk/match/YquJMv4c/#match-summary,18,Paderborn,Leverkusen,1,4,Away,0,3,Away,32,68,3,7,1,4,2,1,0,2,8,5,3,0,0,1,,,1,1,5,7,2.0,0.0,171.0,369.0,10.0,11.0,47,57,15,18,,,,
https://www.scoreboard.com/uk/match/AV7d5wZM/#match-summary,18,Hertha,Bayern,0,4,Away,0,0,Draw,34,66,3,6,0,4,2,1,1,1,9,4,0,3,0,2,,,4,0,4,7,1.0,1.0,180.0,353.0,7.0,7.0,41,93,16,43,,,,
https://www.scoreboard.com/uk/match/KtFq8uk4/#match-summary,18,RB Leipzig,Union Berlin,3,1,Home,0,1,Away,70,30,7,4,3,2,3,1,1,1,13,5,2,0,1,2,,,1,3,3,9,,,346.0,143.0,9.0,7.0,92,56,36,9,,,,
https://www.scoreboard.com/uk/match/86mXbyCj/#match-summary,18,Augsburg,Dortmund,3,5,Away,1,0,Home,28,72,7,6,2,1,4,4,1,1,5,9,2,2,5,1,,,1,1,3,2,,,165.0,415.0,8.0,6.0,45,57,17,26,,,,
https://www.scoreboard.com/uk/match/G88h6JJG/#match-summary,18,Dusseldorf,Bremen,0,1,Away,0,0,Draw,47,53,7,5,2,2,3,2,2,1,7,10,2,2,1,0,,,2,2,9,7,0.0,1.0,223.0,268.0,8.0,6.0,53,71,35,11,,,,
https://www.scoreboard.com/uk/match/M9yFNKli/#match-summary,18,FC Koln,Wolfsburg,3,1,Home,2,0,Home,54,46,7,6,3,3,4,3,0,0,11,2,4,1,0,0,,,3,1,2,11,0.0,2.0,218.0,172.0,17.0,12.0,57,57,24,31,,,,
https://www.scoreboard.com/uk/match/254l7a4A/#match-summary,18,Hoffenheim,Frankfurt,1,2,Away,0,1,Away,61,39,7,6,2,1,3,4,2,1,2,5,3,4,1,0,,,0,2,4,3,,,316.0,192.0,6.0,14.0,71,53,14,18,,,,
https://www.scoreboard.com/uk/match/lM604clT/#match-summary,18,Mainz,Freiburg,1,2,Away,0,2,Away,48,52,10,6,4,3,4,2,2,1,7,12,5,2,1,0,,,1,4,11,7,2.0,1.0,208.0,206.0,9.0,1.0,76,42,14,14,,,,
https://www.scoreboard.com/uk/match/YPGyA1Ki/#match-summary,17,Paderborn,Frankfurt,2,1,Home,2,0,Home,52,48,9,9,3,1,4,6,2,2,5,5,0,4,0,0,,,1,1,5,5,0.0,1.0,213.0,183.0,10.0,9.0,47,66,21,28,,,,
https://www.scoreboard.com/uk/match/relFh0kH/#match-summary,17,Dusseldorf,Union Berlin,2,1,Home,1,0,Home,45,55,12,7,4,0,7,4,1,3,8,6,5,2,0,1,,,0,3,4,7,,,197.0,245.0,5.0,5.0,55,49,30,18,,,,
https://www.scoreboard.com/uk/match/MomJiK4N/#match-summary,17,Hertha,Monchengladbach,0,0,Draw,0,0,Draw,45,55,4,2,0,1,4,0,0,1,11,6,0,4,0,4,,,1,0,6,7,1.0,1.0,197.0,235.0,5.0,6.0,61,63,14,18,,,,
https://www.scoreboard.com/uk/match/nTf6fMK4/#match-summary,17,Bayern,Wolfsburg,2,0,Home,0,0,Draw,71,29,10,4,5,2,3,1,2,1,8,5,7,2,3,2,,,2,5,2,4,,,319.0,137.0,10.0,10.0,75,45,41,9,,,,
https://www.scoreboard.com/uk/match/fZHXAs5o/#match-summary,17,FC Koln,Bremen,1,0,Home,1,0,Home,66,34,4,0,1,0,3,0,0,0,9,5,1,2,1,0,,,0,0,4,9,0.0,1.0,314.0,160.0,13.0,11.0,71,43,28,19,,,,
https://www.scoreboard.com/uk/match/G8nNjvKT/#match-summary,17,Mainz,Leverkusen,0,1,Away,0,0,Draw,32,68,8,3,1,0,4,1,3,2,6,9,3,3,5,2,,,0,1,4,4,,,147.0,318.0,9.0,9.0,56,55,13,14,,,,
https://www.scoreboard.com/uk/match/tjGu9LZc/#match-summary,17,RB Leipzig,Augsburg,3,1,Home,0,1,Away,76,24,8,4,3,1,5,1,0,2,6,9,4,2,4,0,,,0,3,4,5,0.0,1.0,357.0,114.0,6.0,12.0,97,30,46,11,,,,
https://www.scoreboard.com/uk/match/hUwknbSp/#match-summary,17,Schalke,Freiburg,2,2,Draw,1,0,Home,50,50,7,12,3,3,2,7,2,2,5,6,3,4,1,1,,,3,2,4,4,,,221.0,212.0,8.0,7.0,49,43,22,32,,,,
https://www.scoreboard.com/uk/match/rs9tv1zO/#match-summary,16,Frankfurt,FC Koln,2,4,Away,2,1,Home,48,52,12,7,4,3,7,3,1,1,4,8,5,3,1,0,,,2,2,7,5,1.0,1.0,169.0,192.0,6.0,14.0,63,56,26,22,,,,
https://www.scoreboard.com/uk/match/Y5ljb4Lu/#match-summary,16,Freiburg,Bayern,1,3,Away,0,1,Away,30,70,7,11,2,5,4,3,1,3,5,3,3,7,2,0,,,4,2,1,5,,,133.0,306.0,5.0,5.0,36,76,15,48,,,,
https://www.scoreboard.com/uk/match/h6e2e25b/#match-summary,16,Monchengladbach,Paderborn,2,0,Home,0,0,Draw,64,36,7,7,3,1,1,3,3,3,8,8,3,3,5,2,,,1,3,3,6,1.0,1.0,318.0,173.0,13.0,18.0,78,36,28,21,,,,
https://www.scoreboard.com/uk/match/0IJyusLH/#match-summary,16,Wolfsburg,Schalke,1,1,Draw,0,0,Draw,49,51,16,4,6,1,5,3,5,0,4,6,9,3,1,0,,,1,6,5,4,,,180.0,198.0,10.0,4.0,78,36,42,28,,,,
https://www.scoreboard.com/uk/match/hhGTt3j5/#match-summary,16,Leverkusen,Hertha,0,1,Away,0,0,Draw,68,32,12,3,5,1,4,2,3,0,7,5,3,1,2,1,,,1,5,3,7,0.0,1.0,362.0,169.0,6.0,11.0,98,53,40,8,,,,
https://www.scoreboard.com/uk/match/CdmfcOzn/#match-summary,16,Augsburg,Dusseldorf,3,0,Home,1,0,Home,50,50,8,1,3,0,3,1,2,0,8,7,2,0,2,1,,,0,2,5,7,0.0,2.0,212.0,216.0,3.0,4.0,64,38,29,9,,,,
https://www.scoreboard.com/uk/match/MX7pwLkU/#match-summary,16,Dortmund,RB Leipzig,3,3,Draw,2,0,Home,56,44,8,4,5,2,2,2,1,0,3,3,8,1,2,0,,,2,3,1,3,,,343.0,265.0,9.0,16.0,61,65,24,15,,,,
https://www.scoreboard.com/uk/match/fLxadrjh/#match-summary,16,Union Berlin,Hoffenheim,0,2,Away,0,0,Draw,45,55,7,4,0,1,4,2,3,1,6,11,5,0,2,1,,,1,0,9,5,1.0,3.0,178.0,223.0,6.0,4.0,71,40,23,15,,,,
https://www.scoreboard.com/uk/match/0x2Kpoit/#match-summary,15,Schalke,Frankfurt,1,0,Home,0,0,Draw,63,37,7,6,3,2,3,4,1,0,6,10,3,0,2,0,,,2,3,8,6,0.0,1.0,264.0,162.0,3.0,10.0,55,51,24,9,,,,
https://www.scoreboard.com/uk/match/E1HPsqya/#match-summary,15,Wolfsburg,Monchengladbach,2,1,Home,1,1,Draw,42,58,9,4,5,3,3,0,1,1,9,14,2,0,1,0,,,2,4,13,9,2.0,1.0,185.0,258.0,11.0,7.0,42,69,11,3,,,,
https://www.scoreboard.com/uk/match/6yA6f137/#match-summary,15,Dusseldorf,RB Leipzig,0,3,Away,0,1,Away,29,71,3,9,0,2,2,5,1,2,5,6,1,4,0,0,,,1,0,6,4,0.0,1.0,122.0,403.0,8.0,6.0,34,74,11,24,,,,
https://www.scoreboard.com/uk/match/bB6bdNYf/#match-summary,15,Bayern,Bremen,6,1,Home,2,1,Home,69,31,13,6,5,1,4,4,4,1,9,7,3,1,0,1,,,0,3,5,8,2.0,1.0,350.0,125.0,8.0,10.0,100,28,29,9,,,,
https://www.scoreboard.com/uk/match/fa1Oq56n/#match-summary,15,FC Koln,Leverkusen,2,0,Home,0,0,Draw,33,67,4,2,2,0,1,0,1,2,9,10,0,2,3,2,,,0,2,6,4,1.0,2.0,149.0,366.0,13.0,9.0,50,84,12,31,,,,
https://www.scoreboard.com/uk/match/pS8AgLID/#match-summary,15,Hertha,Freiburg,1,0,Home,0,0,Draw,45,55,8,6,3,1,3,2,2,3,2,6,0,1,0,1,,,1,3,5,3,1.0,0.0,225.0,285.0,5.0,3.0,42,74,14,17,,,,
https://www.scoreboard.com/uk/match/l0Zj2DMD/#match-summary,15,Mainz,Dortmund,0,4,Away,0,1,Away,38,62,1,11,0,1,1,3,0,7,6,5,2,3,0,1,,,0,0,4,5,1.0,0.0,194.0,346.0,8.0,10.0,63,69,14,34,,,,
https://www.scoreboard.com/uk/match/Yk0SrPLh/#match-summary,15,Paderborn,Union Berlin,1,1,Draw,1,1,Draw,58,42,6,9,1,2,1,5,4,2,3,2,0,2,0,1,,,1,0,10,8,0.0,2.0,241.0,160.0,11.0,11.0,59,53,12,26,,,,
https://www.scoreboard.com/uk/match/GnHgc3Jl/#match-summary,14,Bremen,Paderborn,0,1,Away,0,0,Draw,49,51,7,8,2,3,4,2,1,3,9,5,4,3,1,2,,,3,2,3,7,0.0,2.0,242.0,250.0,10.0,17.0,54,49,24,18,,,,
https://www.scoreboard.com/uk/match/4CDkbq4r/#match-summary,14,Union Berlin,FC Koln,2,0,Home,1,0,Home,62,38,8,5,5,2,3,3,0,0,11,11,1,2,1,0,,,2,4,9,9,0.0,2.0,231.0,136.0,9.0,9.0,70,48,17,16,,,,
https://www.scoreboard.com/uk/match/p8tPsOJ1/#match-summary,14,Leverkusen,Schalke,2,1,Home,1,0,Home,61,39,12,3,4,2,5,1,3,0,10,6,3,0,1,2,,,2,3,5,6,1.0,1.0,270.0,175.0,16.0,12.0,74,59,24,6,,,,
https://www.scoreboard.com/uk/match/nXQN2PeR/#match-summary,14,Augsburg,Mainz,2,1,Home,1,1,Draw,58,42,14,5,3,3,9,1,2,1,9,8,4,0,0,1,,,2,2,7,8,1.0,1.0,186.0,140.0,1.0,12.0,49,40,39,5,,,,
https://www.scoreboard.com/uk/match/j5XE4oRE/#match-summary,14,Dortmund,Dusseldorf,5,0,Home,1,0,Home,74,26,11,1,3,0,6,1,2,0,7,6,3,0,1,1,,,0,2,5,6,0.0,2.0,459.0,170.0,8.0,7.0,91,30,55,7,,,,
https://www.scoreboard.com/uk/match/8tSJ35tL/#match-summary,14,Freiburg,Wolfsburg,1,0,Home,0,0,Draw,48,52,2,3,1,0,1,2,0,1,12,7,2,2,0,0,,,0,1,7,12,0.0,1.0,190.0,206.0,5.0,7.0,49,65,20,19,,,,
https://www.scoreboard.com/uk/match/bBpTtrZ7/#match-summary,14,Monchengladbach,Bayern,2,1,Home,0,0,Draw,36,64,1,15,1,4,0,6,0,5,8,6,0,4,3,0,,,4,1,4,7,1.0,0.0,176.0,299.0,8.0,2.0,30,65,13,34,,,,
https://www.scoreboard.com/uk/match/2qiKr44e/#match-summary,14,RB Leipzig,Hoffenheim,3,1,Home,1,0,Home,42,58,11,5,7,0,1,2,3,3,5,7,5,3,2,1,,,0,6,6,4,,,221.0,307.0,7.0,9.0,49,64,19,25,,,,
https://www.scoreboard.com/uk/match/xKbYi8s9/#match-summary,13,Mainz,Frankfurt,2,1,Home,0,1,Away,54,46,4,7,1,2,2,3,1,2,7,7,3,3,1,0,,,1,1,6,7,0.0,1.0,223.0,185.0,9.0,14.0,74,67,33,17,0.0,1.0,,
https://www.scoreboard.com/uk/match/OhhGqpkk/#match-summary,13,Wolfsburg,Bremen,2,3,Away,1,2,Away,58,42,11,5,3,2,3,1,5,2,8,11,5,0,2,1,,,0,2,9,7,,,238.0,173.0,7.0,7.0,71,49,18,15,,,,
https://www.scoreboard.com/uk/match/rLHsVpzd/#match-summary,13,Monchengladbach,Freiburg,4,2,Home,1,1,Draw,55,45,10,3,5,2,4,0,1,1,9,12,1,1,1,0,,,1,4,9,9,2.0,1.0,222.0,184.0,3.0,5.0,40,51,25,18,,,,
https://www.scoreboard.com/uk/match/UHwDpQZr/#match-summary,13,Bayern,Leverkusen,1,2,Away,1,2,Away,72,28,7,7,2,5,4,1,1,1,7,9,2,1,3,1,,,3,1,6,6,0.0,1.0,360.0,140.0,7.0,10.0,100,27,40,9,,,,
https://www.scoreboard.com/uk/match/pp2tjnCL/#match-summary,13,FC Koln,Augsburg,1,1,Draw,0,1,Away,54,46,4,8,1,2,3,5,0,1,15,10,1,3,0,0,,,1,1,11,15,5.0,3.0,208.0,168.0,2.0,4.0,45,49,21,21,1.0,1.0,,
https://www.scoreboard.com/uk/match/bTaUhlS2/#match-summary,13,Hertha,Dortmund,1,2,Away,1,2,Away,34,66,7,5,2,4,4,0,1,1,7,8,1,1,0,1,,,2,1,8,7,2.0,2.0,184.0,375.0,12.0,4.0,49,72,13,19,0.0,1.0,,
https://www.scoreboard.com/uk/match/MBGoU4k2/#match-summary,13,Hoffenheim,Dusseldorf,1,1,Draw,1,0,Home,55,45,5,2,2,1,3,0,0,1,9,5,1,1,1,2,,,1,1,5,7,0.0,2.0,304.0,236.0,7.0,14.0,66,71,9,18,,,,
https://www.scoreboard.com/uk/match/S8iok6RR/#match-summary,13,Paderborn,RB Leipzig,2,3,Away,0,3,Away,43,57,3,10,2,4,1,3,0,3,7,5,4,5,1,1,,,1,2,4,6,1.0,1.0,206.0,271.0,6.0,12.0,49,58,22,19,,,,
https://www.scoreboard.com/uk/match/pQZfvkD9/#match-summary,12,Hoffenheim,Mainz,1,5,Away,0,1,Away,57,43,7,7,2,2,3,5,2,0,12,6,5,1,1,0,,,1,2,6,12,1.0,1.0,266.0,195.0,8.0,12.0,51,56,19,20,0.0,1.0,228.0,159.0
